,时间,区县,离群CGI,小区分类,覆盖类型,覆盖场景,重点指标,指标离群值,指标小组最优值,离群小区流量,小组流量最优值
444,2017-06-18 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.2503,0.047996,1141737.363,22572577.998000003
445,2017-06-18 00:00:00,金山区,460-00-118394-12,下降,室外,其他,小区用户面下行平均时延,85.6451,19.1627,1141737.363,22572577.998000003
446,2017-06-18 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.034411000000000004,0.5556949999999999,1141737.363,22572577.998000003
447,2017-06-18 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.013432,0.06828200000000001,1141737.363,22572577.998000003
448,2017-06-19 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.2734,0.042020999999999996,477853.81200000003,21927581.781
449,2017-06-19 00:00:00,金山区,460-00-118394-12,下降,室外,其他,异系统切换比,0.000375,0.0,477853.81200000003,21927581.781
450,2017-06-19 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.018633,0.564882,477853.81200000003,21927581.781
451,2017-06-19 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0978,0.4066,477853.81200000003,21927581.781
452,2017-06-19 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.10359000000000004,0.807904,477853.81200000003,21927581.781
453,2017-06-19 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.013455000000000002,0.064772,477853.81200000003,21927581.781
454,2017-06-20 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.247916,0.042020999999999996,498640.117,21927581.781
455,2017-06-20 00:00:00,金山区,460-00-118394-12,下降,室外,其他,小区用户面下行平均时延,118.8269,22.2473,498640.117,21927581.781
456,2017-06-20 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.023953,0.564882,498640.117,21927581.781
457,2017-06-20 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.087,0.4066,498640.117,21927581.781
458,2017-06-20 00:00:00,金山区,460-00-118394-12,下降,室外,其他,自_下行体验速率_Eutrancell,21.487179,105.59211200000001,498640.117,21927581.781
459,2017-06-20 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.07850399999999999,0.807904,498640.117,21927581.781
460,2017-06-20 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.015019999999999999,0.064772,498640.117,21927581.781
461,2017-06-21 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.265923,0.042020999999999996,426666.571,21927581.781
462,2017-06-21 00:00:00,金山区,460-00-118394-12,下降,室外,其他,异系统切换比,0.000155,0.0,426666.571,21927581.781
463,2017-06-21 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.016184,0.564882,426666.571,21927581.781
464,2017-06-21 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0877,0.4066,426666.571,21927581.781
465,2017-06-21 00:00:00,金山区,460-00-118394-12,下降,室外,其他,自_下行体验速率_Eutrancell,22.121046,105.59211200000001,426666.571,21927581.781
466,2017-06-21 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.06649,0.807904,426666.571,21927581.781
467,2017-06-21 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.015127000000000003,0.064772,426666.571,21927581.781
468,2017-06-22 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.25254,0.042020999999999996,478676.669,21927581.781
469,2017-06-22 00:00:00,金山区,460-00-118394-12,下降,室外,其他,小区用户面下行平均时延,104.9169,22.2473,478676.669,21927581.781
470,2017-06-22 00:00:00,金山区,460-00-118394-12,下降,室外,其他,异系统切换比,0.00021899999999999998,0.0,478676.669,21927581.781
471,2017-06-22 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.007573000000000002,0.564882,478676.669,21927581.781
472,2017-06-22 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0715,0.4066,478676.669,21927581.781
473,2017-06-22 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.069656,0.807904,478676.669,21927581.781
474,2017-06-22 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.014721000000000001,0.064772,478676.669,21927581.781
475,2017-06-23 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.249833,0.047996,970368.682,22572577.998000003
476,2017-06-23 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.078247,0.5556949999999999,970368.682,22572577.998000003
477,2017-06-23 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.06261,0.7732640000000001,970368.682,22572577.998000003
478,2017-06-23 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.015859,0.06828200000000001,970368.682,22572577.998000003
479,2017-06-24 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.228656,0.042020999999999996,468870.403,21927581.781
480,2017-06-24 00:00:00,金山区,460-00-118394-12,下降,室外,其他,异系统切换比,0.000263,0.0,468870.403,21927581.781
481,2017-06-24 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.008365000000000001,0.564882,468870.403,21927581.781
482,2017-06-24 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.056770000000000015,0.807904,468870.403,21927581.781
483,2017-06-24 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.014406,0.064772,468870.403,21927581.781
484,2017-06-25 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.23969400000000002,0.042020999999999996,372730.01399999997,21927581.781
485,2017-06-25 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.046143,0.564882,372730.01399999997,21927581.781
486,2017-06-25 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.086,0.4066,372730.01399999997,21927581.781
487,2017-06-25 00:00:00,金山区,460-00-118394-12,下降,室外,其他,自_下行体验速率_Eutrancell,25.74744,105.59211200000001,372730.01399999997,21927581.781
488,2017-06-25 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.046432999999999995,0.807904,372730.01399999997,21927581.781
489,2017-06-25 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.014319,0.064772,372730.01399999997,21927581.781
490,2017-06-27 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.267563,0.042020999999999996,393747.447,21927581.781
491,2017-06-27 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.025720999999999997,0.564882,393747.447,21927581.781
492,2017-06-27 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0886,0.4066,393747.447,21927581.781
493,2017-06-27 00:00:00,金山区,460-00-118394-12,下降,室外,其他,自_下行体验速率_Eutrancell,20.858351000000006,105.59211200000001,393747.447,21927581.781
494,2017-06-27 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.080322,0.807904,393747.447,21927581.781
495,2017-06-27 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.015121,0.064772,393747.447,21927581.781
496,2017-07-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.240815,0.042020999999999996,232408.54100000003,21927581.781
497,2017-07-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,异系统切换比,0.00018999999999999998,0.0,232408.54100000003,21927581.781
498,2017-07-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.007572,0.564882,232408.54100000003,21927581.781
499,2017-07-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.085,0.4066,232408.54100000003,21927581.781
500,2017-07-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,自_下行体验速率_Eutrancell,15.959704,105.59211200000001,232408.54100000003,21927581.781
501,2017-07-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.049745,0.807904,232408.54100000003,21927581.781
502,2017-07-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,无线利用率,0.017,0.0682,232408.54100000003,21927581.781
503,2017-07-01 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.014003999999999999,0.064772,232408.54100000003,21927581.781
504,2017-07-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行初始HARQ重传比率,0.16836600000000002,0.042020999999999996,429459.326,21927581.781
505,2017-07-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,上行PRB平均利用率,0.0118,0.0499,429459.326,21927581.781
506,2017-07-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行64QAM编码比例,0.010006000000000001,0.564882,429459.326,21927581.781
507,2017-07-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行每PRB平均吞吐量,0.0866,0.4066,429459.326,21927581.781
508,2017-07-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,下行双流流量占比,0.07618,0.807904,429459.326,21927581.781
509,2017-07-03 00:00:00,金山区,460-00-118394-12,下降,室外,其他,PDCCH信道CCE占用率,0.014978,0.064772,429459.326,21927581.781
510,2017-06-11 00:00:00,闸北区,460-00-30218-139,稳步上升,室外,城区道路,E-RAB掉线率（小区级）,0.0015019999999999999,0.000359,7515401.2579999985,37568484.80800001
511,2017-06-11 00:00:00,闸北区,460-00-30218-139,稳步上升,室外,城区道路,异系统切换比,0.001266,0.0,7515401.2579999985,37568484.80800001
512,2017-06-11 00:00:00,闸北区,460-00-30218-139,稳步上升,室外,城区道路,自_LTE参考信号接收功率>=-110_Eutrancell,8800.0,225107.0,7515401.2579999985,37568484.80800001
513,2017-06-14 00:00:00,闸北区,460-00-30218-139,稳步上升,室外,城区道路,E-RAB掉线率（小区级）,0.0014060000000000001,0.00029,7757946.219,43269986.053
514,2017-06-14 00:00:00,闸北区,460-00-30218-139,稳步上升,室外,城区道路,异系统切换比,0.001073,4.3e-05,7757946.219,43269986.053
515,2017-06-14 00:00:00,闸北区,460-00-30218-139,稳步上升,室外,城区道路,自_LTE参考信号接收功率>=-110_Eutrancell,7854.0,107889.0,7757946.219,43269986.053
516,2017-07-02 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,E-RAB平均建立时长,373.20833333,29.95833333,5268224.739,40525793.408
517,2017-07-02 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,E-RAB掉线率（小区级）,0.023198,0.005549,5268224.739,40525793.408
518,2017-07-02 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,RRC连接平均建立时长,467.04166667,29.08333333,5268224.739,40525793.408
519,2017-07-02 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,上行初始HARQ重传比率,0.531436,0.069671,5268224.739,40525793.408
520,2017-07-02 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,上行每PRB平均吞吐量,0.0515,0.3283,5268224.739,40525793.408
521,2017-07-02 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,上行用户平均速率,0.004197,3.748353,5268224.739,40525793.408
522,2017-07-02 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,自_上行体验速率_Eutrancell,0.097015,15.030259,5268224.739,40525793.408
523,2017-07-02 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,自_下行体验速率_Eutrancell,12.018048,66.445021,5268224.739,40525793.408
524,2017-07-03 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,E-RAB平均建立时长,346.875,66.29166667,5242178.949,30100388.149
525,2017-07-03 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,E-RAB掉线率（小区级）,0.016819999999999998,0.000734,5242178.949,30100388.149
526,2017-07-03 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,RRC连接平均建立时长,463.79166667,37.16666667,5242178.949,30100388.149
527,2017-07-03 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,上行初始HARQ重传比率,0.5319619999999999,0.108026,5242178.949,30100388.149
528,2017-07-03 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,上行每PRB平均吞吐量,0.0519,0.2872,5242178.949,30100388.149
529,2017-07-03 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,上行用户平均速率,0.008052,2.245263,5242178.949,30100388.149
530,2017-07-03 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,自_上行体验速率_Eutrancell,0.184245,10.958561999999999,5242178.949,30100388.149
531,2017-07-03 00:00:00,徐汇区,460-00-99094-13,稳步上升,室外,城区道路,自_下行体验速率_Eutrancell,13.788773,99.17244699999999,5242178.949,30100388.149
532,2017-06-23 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,E-RAB平均建立时长,590.125,72.70833333,602852.6020000001,32804028.81
533,2017-06-23 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,E-RAB掉线率（小区级）,0.2131760000000001,0.000704,602852.6020000001,32804028.81
534,2017-06-23 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,RRC连接平均建立时长,420.58333333,40.95833333,602852.6020000001,32804028.81
535,2017-06-23 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,上行初始HARQ重传比率,3.204891,0.13894,602852.6020000001,32804028.81
536,2017-06-23 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,下行初始HARQ重传比率,0.732001,0.16701300000000002,602852.6020000001,32804028.81
537,2017-06-23 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,上行每PRB平均吞吐量,0.0263,0.3351,602852.6020000001,32804028.81
538,2017-06-23 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,上行用户平均速率,0.001374,0.7715529999999999,602852.6020000001,32804028.81
539,2017-06-23 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,下行每PRB平均吞吐量,0.0415,0.4641,602852.6020000001,32804028.81
540,2017-06-23 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,下行用户平均速率,0.662247,9.893513,602852.6020000001,32804028.81
541,2017-06-23 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,自_上行体验速率_Eutrancell,0.023632,10.111361,602852.6020000001,32804028.81
542,2017-06-23 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,自_下行体验速率_Eutrancell,1.2799260000000001,56.3859,602852.6020000001,32804028.81
543,2017-06-24 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,E-RAB平均建立时长,575.08333333,65.29166667,693386.08,31696717.041
544,2017-06-24 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,E-RAB掉线率（小区级）,0.160107,0.000338,693386.08,31696717.041
545,2017-06-24 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,RRC连接平均建立时长,426.45833333,35.625,693386.08,31696717.041
546,2017-06-24 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,上行初始HARQ重传比率,3.205254,0.159398,693386.08,31696717.041
547,2017-06-24 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,下行初始HARQ重传比率,0.758363,0.174871,693386.08,31696717.041
548,2017-06-24 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,上行每PRB平均吞吐量,0.0247,0.3488,693386.08,31696717.041
549,2017-06-24 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,上行用户平均速率,0.0018989999999999999,3.132737,693386.08,31696717.041
550,2017-06-24 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,下行每PRB平均吞吐量,0.0463,0.3705,693386.08,31696717.041
551,2017-06-24 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,下行用户平均速率,1.1098709999999998,6.813202,693386.08,31696717.041
552,2017-06-24 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,自_上行体验速率_Eutrancell,0.033072000000000004,20.124886,693386.08,31696717.041
553,2017-06-24 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,自_下行体验速率_Eutrancell,1.9539630000000001,72.20180500000002,693386.08,31696717.041
554,2017-06-25 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,E-RAB平均建立时长,592.0,67.41666667,615490.731,27791016.396
555,2017-06-25 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,E-RAB掉线率（小区级）,0.12413199999999999,0.0016350000000000002,615490.731,27791016.396
556,2017-06-25 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,RRC连接平均建立时长,420.58333333,42.08333333,615490.731,27791016.396
557,2017-06-25 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,上行初始HARQ重传比率,3.2720029999999998,0.17544300000000002,615490.731,27791016.396
558,2017-06-25 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,上行每PRB平均吞吐量,0.0253,0.2059,615490.731,27791016.396
559,2017-06-25 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,上行用户平均速率,0.002235,1.9842669999999998,615490.731,27791016.396
560,2017-06-25 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,下行每PRB平均吞吐量,0.045,0.2637,615490.731,27791016.396
561,2017-06-25 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,下行用户平均速率,1.088028,10.348034,615490.731,27791016.396
562,2017-06-25 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,自_上行体验速率_Eutrancell,0.037696,7.957561,615490.731,27791016.396
563,2017-06-25 00:00:00,普陀区,460-00-99657-13,下降,室外,写字楼,自_下行体验速率_Eutrancell,2.003883,84.538053,615490.731,27791016.396
564,2017-06-05 00:00:00,普陀区,460-00-99703-4,下降,室外,写字楼,下行双流流量占比,0.148424,0.789028,4855968.143,27786995.858000007
565,2017-06-06 00:00:00,普陀区,460-00-99703-4,下降,室外,写字楼,下行双流流量占比,0.15771,0.789028,4822617.135,27786995.858000007
